"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"#BREAKING 🌋

#Indonesia's #MountSemeru volcano #ALERT raised to highest level; #TsunamiWarning in #Japan -… https://t.co/Fi4hlfvTXi",FALSE,1,NA,2022-12-04 07:39:56,TRUE,NA,"1599307500251385856",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","saada186",4,FALSE,FALSE,NA,NA
"RT @CarolynnePries1: Oh no, this is really really bad.  #semeru #eruption #volcano #gunungsemeru #gunung.  I hope everyone is ok :( https:/…",FALSE,0,NA,2022-12-04 07:38:58,FALSE,NA,"1599307258797912064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stevankresonia",386,TRUE,FALSE,NA,NA
"RT @CarolynnePries1: Oh no, this is really really bad.  #semeru #eruption #volcano #gunungsemeru #gunung.  I hope everyone is ok :( https:/…",FALSE,0,NA,2022-12-04 07:38:58,FALSE,NA,"1599307258357518336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pararuntenatuh",386,TRUE,FALSE,NA,NA
"RT @wischweg: #Gunung #Semeru volcano Java Indonesia, eruption with pyroclastic flow, 04.12.20022, 11:41 local time, realtime speed   
my…",FALSE,0,NA,2022-12-04 07:38:09,FALSE,NA,"1599307052924297216",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HuttusenAR",57,TRUE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 07:38:01,FALSE,NA,"1599307020255260672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","stealallsnacks",99,TRUE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 07:37:56,FALSE,NA,"1599306999321481216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MichaelDefanotA",99,TRUE,FALSE,NA,NA
"RT @CarolynnePries1: Oh no, this is really really bad.  #semeru #eruption #volcano #gunungsemeru #gunung.  I hope everyone is ok :( https:/…",FALSE,0,NA,2022-12-04 07:37:30,FALSE,NA,"1599306886569897985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SheWolf0793",386,TRUE,FALSE,NA,NA
"On the island of Java in Indonesia, the volcano Semeru has erupted. Authorities issued a warning about the danger o… https://t.co/GOUA7iAyv9",FALSE,2,NA,2022-12-04 07:37:02,TRUE,NA,"1599306772166365184",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TanRyan14",0,FALSE,FALSE,NA,NA
"On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the dange… https://t.co/Hbg200OH8r",FALSE,3,NA,2022-12-04 07:36:18,TRUE,NA,"1599306585813417984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lenguyenhauhau",0,FALSE,FALSE,NA,NA
"RT @htTweets: #Indonesia has increased to the highest level a warning issued after the #Semeru volcano erupted on Java island. 

https://t.…",FALSE,0,NA,2022-12-04 07:35:59,FALSE,NA,"1599306507086344193",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WellToto",5,TRUE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 07:35:14,FALSE,NA,"1599306317088579584",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ChristinLuvsSno",99,TRUE,FALSE,NA,NA
"Content analysis:
This article scores 92/100. The complete report can be viewed here: https://t.co/CapfihnFsA
(I'm… https://t.co/f04DcJ06AW",FALSE,0,NA,2022-12-04 07:34:54,TRUE,NA,"1599306233827180549",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Valurank</a>","valurank",0,FALSE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 07:34:49,FALSE,NA,"1599306213526642690",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","baan60",99,TRUE,FALSE,NA,NA
"RT @CarolynnePries1: Oh no, this is really really bad.  #semeru #eruption #volcano #gunungsemeru #gunung.  I hope everyone is ok :( https:/…",FALSE,0,NA,2022-12-04 07:34:35,FALSE,NA,"1599306154114682880",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","akasabikurosabi",386,TRUE,FALSE,NA,NA
"RT @RouxJ@mstdn.social
#Volcanoes are awakening.

The #Semeru volcano erupted on the island of #Java in #Indonesia.… https://t.co/KdslBkAbmJ",FALSE,0,NA,2022-12-04 07:34:22,TRUE,NA,"1599306098133041152",NA,"<a href=""https://moa.party"" rel=""nofollow"">Moa Bridge</a>","anonisten",0,FALSE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 07:34:09,FALSE,NA,"1599306043804495873",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","akasabikurosabi",99,TRUE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 07:34:06,FALSE,NA,"1599306033549414401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tooyoungtodiey",99,TRUE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 07:33:35,FALSE,NA,"1599305901542113280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Romain_CH_VD",99,TRUE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 07:32:25,FALSE,NA,"1599305608234405889",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","LuctorNonemergo",99,TRUE,FALSE,NA,NA
"#Gunung #Semeru volcano Java Indonesia, eruption with pyroclastic flow, 04.12.20022, 11:41 local time, realtime spe… https://t.co/V4ffdUJGaY",FALSE,137,NA,2022-12-04 07:30:50,TRUE,NA,"1599305210090131456",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","wischweg",57,FALSE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 07:30:45,FALSE,NA,"1599305190791749633",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jenuufa",99,TRUE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 07:30:07,FALSE,NA,"1599305030527774721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LyzahLefty",99,TRUE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 07:29:42,FALSE,NA,"1599304926915543040",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SpaceTales",99,TRUE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 07:29:39,FALSE,NA,"1599304912348667905",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","723Magnus",99,TRUE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 07:28:33,FALSE,NA,"1599304636019707904",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","WC_WhoCares",99,TRUE,FALSE,NA,NA
"RT @Top_Disaster: Another - New eruption of the #Semeru volcano, located on the island of #Java, #Indonesia 🇮🇩

 The column of smoke and as…",FALSE,0,NA,2022-12-04 07:28:25,FALSE,NA,"1599304601978941440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","3TomatoesShort",11,TRUE,FALSE,NA,NA
"RT @the_apprised: Indonesia raises volcano warning to highest after Semeru erupts .
#semeru #gunungmeletus #lumajang #volcano #eruption #Ja…",FALSE,0,NA,2022-12-04 07:28:15,FALSE,NA,"1599304562397118464",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Remcomb",11,TRUE,FALSE,NA,NA
"RT @gchahal: BREAKING: #BNNIndonesia Reports

A closer look at the #Semeru #volcano eruption on #Indonesia's #JavaIsland.

According to gov…",FALSE,0,NA,2022-12-04 07:28:15,FALSE,NA,"1599304558349778944",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Halle2017",33,TRUE,FALSE,NA,NA
"RT @CarolynnePries1: Oh no, this is really really bad.  #semeru #eruption #volcano #gunungsemeru #gunung.  I hope everyone is ok :( https:/…",FALSE,0,NA,2022-12-04 07:28:03,FALSE,NA,"1599304511847542785",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Halle2017",386,TRUE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 07:28:01,FALSE,NA,"1599304501642788866",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TheMasqueVegan",99,TRUE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 07:27:59,FALSE,NA,"1599304493572968448",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TulareVan",99,TRUE,FALSE,NA,NA
"#BreakingNews 🚨 Indonesia raises volcano warning to highest after #Semeru erupts 🚨- media https://t.co/SXjBtyI7Qc",FALSE,0,NA,2022-12-04 07:27:48,FALSE,NA,"1599304446441246720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BNN_Breaking",0,FALSE,FALSE,NA,NA
